City_ID,City,Lat,Lng,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp,Current Description
259,Tadine,-21.55,167.8833,86,1,8.63,NC,2021-03-27 18:24:19,75.99,clear sky
260,Kyra,49.5776,111.9753,65,100,19.98,RU,2021-03-27 18:19:20,27.27,overcast clouds
261,Lianzhou,24.7811,112.3825,90,38,0.54,CN,2021-03-27 18:19:19,70.47,scattered clouds
262,Sines,37.9562,-8.8698,71,59,1.99,PT,2021-03-27 18:24:19,63.0,broken clouds
263,Alofi,-19.0595,-169.9187,94,15,3.44,NU,2021-03-27 18:20:23,77.0,few clouds
264,Booue,-0.0921,11.9385,82,99,1.61,GA,2021-03-27 18:24:20,77.34,overcast clouds
265,Songkhla,6.8333,100.6667,100,20,3.44,TH,2021-03-27 18:24:20,78.8,few clouds
266,Mount Gambier,-37.8333,140.7667,93,40,8.05,AU,2021-03-27 18:19:23,51.8,scattered clouds
267,Sobolevo,54.4299,31.8996,95,76,4.47,RU,2021-03-27 18:19:03,33.17,broken clouds
268,Komatipoort,-25.4332,31.9548,80,1,1.01,ZA,2021-03-27 18:24:21,75.0,clear sky
269,Lata,40.1629,-8.3327,75,95,5.99,PT,2021-03-27 18:20:46,61.0,overcast clouds
270,Nelson Bay,-32.7167,152.15,88,16,4.61,AU,2021-03-27 18:24:21,61.0,few clouds
271,Kurchum,48.5722,83.6542,97,100,3.36,KZ,2021-03-27 18:19:28,33.15,overcast clouds
272,Ajnala,31.8425,74.7589,82,20,5.28,IN,2021-03-27 18:24:21,66.2,mist
273,Tessalit,20.1986,1.0114,5,0,11.97,ML,2021-03-27 18:24:21,81.28,clear sky
274,Upington,-28.4478,21.2561,45,0,5.75,ZA,2021-03-27 18:22:25,68.0,clear sky
275,Namibe,-15.1961,12.1522,80,97,6.02,AO,2021-03-27 18:21:42,74.48,light rain
276,Port Hardy,50.6996,-127.4199,87,90,8.05,CA,2021-03-27 18:24:22,46.4,light rain
277,Wasilla,61.5814,-149.4394,86,90,1.3,US,2021-03-27 18:24:22,25.0,overcast clouds
278,Bahia Blanca,-38.7196,-62.2724,41,68,14.63,AR,2021-03-27 18:24:22,69.08,broken clouds
279,Kiunga,-6.1219,141.2906,97,100,1.14,PG,2021-03-27 18:24:23,72.97,light rain
280,Manokwari,-0.8667,134.0833,83,100,4.32,ID,2021-03-27 18:23:47,77.47,moderate rain
281,Isla Vista,34.4133,-119.861,45,1,5.75,US,2021-03-27 18:24:23,70.0,clear sky
282,Mamboma,8.0833,-11.6833,48,56,7.47,SL,2021-03-27 18:24:23,90.3,broken clouds
283,Bemidji,47.4736,-94.8803,70,75,10.36,US,2021-03-27 18:24:23,39.99,broken clouds
284,Gostinu,44.0,26.1167,50,4,2.53,RO,2021-03-27 18:24:24,52.0,clear sky
285,Lavrentiya,65.5833,-171.0,89,12,4.52,RU,2021-03-27 18:21:50,-15.38,few clouds
286,Anchorage,61.2181,-149.9003,54,40,3.44,US,2021-03-27 18:24:24,24.8,scattered clouds
287,Baykit,61.67,96.37,98,100,2.62,RU,2021-03-27 18:22:17,22.66,overcast clouds
288,Shimoda,34.6667,138.95,56,100,10.18,JP,2021-03-27 18:24:24,61.0,overcast clouds
289,Buala,-8.145,159.5921,83,52,8.03,SB,2021-03-27 18:22:24,79.97,light rain
290,Plettenberg Bay,-34.0527,23.3716,73,80,6.13,ZA,2021-03-27 18:24:25,62.33,broken clouds
291,Bocas Del Toro,9.3333,-82.25,40,37,15.01,PA,2021-03-27 18:24:25,72.0,scattered clouds
292,Ziro,27.6333,93.8333,42,4,2.35,IN,2021-03-27 18:24:25,48.97,clear sky
293,Gatesville,31.4352,-97.7439,88,40,13.6,US,2021-03-27 18:24:26,73.0,haze
294,Norrkoping,58.5942,16.1826,81,40,8.05,SE,2021-03-27 18:24:26,46.4,mist
295,Biak,-0.9131,122.8766,85,100,5.86,ID,2021-03-27 18:21:59,76.5,light rain
296,Fairview,40.8126,-73.999,34,20,4.61,US,2021-03-27 18:24:08,68.0,few clouds
297,Carnarvon,-24.8667,113.6333,83,0,6.91,AU,2021-03-27 18:18:26,75.2,clear sky
298,Bodden Town,19.2833,-81.25,55,20,12.66,KY,2021-03-27 18:24:26,87.8,few clouds
299,Ixtapa,20.7,-105.2,64,1,8.05,MX,2021-03-27 18:17:06,73.4,clear sky
300,Nuuk,64.1835,-51.7216,78,20,32.21,GL,2021-03-27 18:20:29,0.0,snow
301,Greencastle,39.6445,-86.8647,46,1,13.8,US,2021-03-27 18:24:26,71.6,clear sky
302,Pontiac,42.6389,-83.2911,54,40,12.66,US,2021-03-27 18:24:27,55.0,scattered clouds
303,Le Vauclin,14.5452,-60.8388,61,75,23.02,MQ,2021-03-27 18:24:27,84.2,broken clouds
304,Rocha,-34.4833,-54.3333,74,59,2.15,UY,2021-03-27 18:18:53,76.48,broken clouds
305,Tilichiki,60.4667,166.1,94,100,11.61,RU,2021-03-27 18:22:57,-4.85,overcast clouds
306,Eureka,40.8021,-124.1637,67,1,3.91,US,2021-03-27 18:24:12,57.99,clear sky
307,Mossendjo,-2.9506,12.7261,80,95,2.19,CG,2021-03-27 18:24:27,73.58,overcast clouds
308,Vezirkopru,41.1436,35.4547,75,75,2.15,TR,2021-03-27 18:24:28,39.2,broken clouds
309,Nemuro,43.3236,145.575,80,96,15.77,JP,2021-03-27 18:24:28,34.81,overcast clouds
310,Matara,5.9485,80.5353,81,99,2.1,LK,2021-03-27 18:24:28,77.29,overcast clouds
311,Palmares Do Sul,-30.2578,-50.5097,71,100,8.1,BR,2021-03-27 18:24:28,78.26,light rain
312,Batagay-Alyta,67.8006,130.4114,93,100,4.43,RU,2021-03-27 18:23:01,-4.27,overcast clouds
313,Hammerfest,70.6634,23.6821,75,75,3.44,NO,2021-03-27 18:24:29,37.4,broken clouds
314,Sao Felix Do Xingu,-6.6447,-51.995,61,99,2.01,BR,2021-03-27 18:18:08,86.0,light rain
315,Saint-Francois,46.4154,3.9054,50,0,3.44,FR,2021-03-27 18:21:58,50.0,clear sky
316,Saint Anthony,45.0205,-93.218,87,90,5.75,US,2021-03-27 18:24:29,46.4,light rain
317,Orito,0.6766,-76.8771,89,90,2.3,CO,2021-03-27 18:24:29,78.8,overcast clouds
318,Gorin,51.1983,136.6669,98,96,2.08,RU,2021-03-27 18:24:29,23.29,overcast clouds
319,Vila,42.0304,-8.1588,48,1,5.99,PT,2021-03-27 18:22:39,63.0,clear sky
320,Port-Cartier,50.0334,-66.8654,36,96,6.91,CA,2021-03-27 18:18:23,30.0,overcast clouds
321,Opportunity,47.6499,-117.2399,61,75,11.5,US,2021-03-27 18:24:30,48.99,broken clouds
322,Ostersund,63.1792,14.6357,93,90,10.36,SE,2021-03-27 18:24:30,36.0,light rain
323,Sao Miguel Do Araguaia,-13.275,-50.1628,47,58,2.33,BR,2021-03-27 18:21:34,87.46,broken clouds
324,Chokurdakh,70.6333,147.9167,89,99,5.21,RU,2021-03-27 18:21:00,-5.35,overcast clouds
325,Rancho Palos Verdes,33.7445,-118.387,45,1,1.63,US,2021-03-27 18:24:31,66.2,clear sky
326,Miguelopolis,-20.1794,-48.0319,33,75,4.61,BR,2021-03-27 18:24:31,91.4,broken clouds
327,Kenora,49.8167,-94.4337,44,40,13.8,CA,2021-03-27 18:24:31,33.8,scattered clouds
328,Taraza,7.5836,-75.4007,59,99,4.61,CO,2021-03-27 18:24:32,87.89,overcast clouds
329,Glendive,47.1053,-104.7125,65,90,12.66,US,2021-03-27 18:24:32,39.2,overcast clouds
330,Guerrero Negro,27.9769,-114.0611,37,0,4.99,MX,2021-03-27 18:18:52,67.62,clear sky
331,Necocli,8.4234,-76.786,70,70,4.92,CO,2021-03-27 18:24:32,84.15,broken clouds
332,Patiya,22.2931,91.9762,60,79,4.03,BD,2021-03-27 18:24:33,73.36,broken clouds
333,Vostok,46.4856,135.8833,98,100,3.85,RU,2021-03-27 18:22:22,33.37,overcast clouds
334,Maniwaki,46.3834,-75.966,65,87,2.3,CA,2021-03-27 18:24:33,39.2,overcast clouds
335,Gorgan,36.8387,54.4348,93,90,13.8,IR,2021-03-27 18:24:33,51.8,mist
336,Wattegama,6.7989,81.4808,100,75,2.3,LK,2021-03-27 18:24:33,77.0,broken clouds
337,Half Moon Bay,37.4636,-122.4286,67,1,4.61,US,2021-03-27 18:15:52,68.0,haze
338,Kamen-Na-Obi,53.7884,81.3423,97,100,13.15,RU,2021-03-27 18:24:34,33.73,overcast clouds
339,San Jeronimo,-11.9472,-75.2829,57,68,4.59,PE,2021-03-27 18:24:34,60.3,broken clouds
340,Ugoofaaru,5.6667,73.0,71,100,12.88,MV,2021-03-27 18:18:28,83.26,overcast clouds
341,Floriano,-6.7669,-43.0225,61,64,2.75,BR,2021-03-27 18:24:34,85.96,broken clouds
342,Gravdal,68.1214,13.5031,85,100,21.52,NO,2021-03-27 18:24:34,39.56,overcast clouds
343,Ascension,30.2169,-90.9001,65,75,16.11,US,2021-03-27 18:24:35,84.99,broken clouds
344,Keuruu,62.2667,24.7,75,0,6.91,FI,2021-03-27 18:24:35,42.01,clear sky
345,Faanui,-16.4833,-151.75,73,52,21.34,PF,2021-03-27 18:16:05,82.56,light rain
346,Chicama,-7.8447,-79.1469,78,0,11.5,PE,2021-03-27 18:24:35,73.4,clear sky
347,Qandala,11.472,49.8728,74,27,2.98,SO,2021-03-27 18:24:36,79.72,scattered clouds
348,Getashen,40.044,43.942,87,20,5.75,AM,2021-03-27 18:24:36,37.4,few clouds
349,Hovd,48.0056,91.6419,29,81,1.81,MN,2021-03-27 18:21:31,27.63,broken clouds
350,Pangnirtung,66.1451,-65.7125,79,52,3.51,CA,2021-03-27 18:19:47,-5.96,broken clouds
351,Terre-De-Bas,15.8501,-61.6442,61,75,14.97,GP,2021-03-27 18:24:36,84.2,broken clouds
352,Hofn,64.2539,-15.2082,93,100,23.53,IS,2021-03-27 18:20:45,25.34,snow
353,Aragarcas,-15.8975,-52.2508,36,20,2.3,BR,2021-03-27 18:24:36,93.2,few clouds
354,Kangaatsiaq,68.3065,-53.4641,80,100,6.76,GL,2021-03-27 18:22:12,-11.27,overcast clouds
355,Aklavik,68.2191,-135.0107,77,75,8.05,CA,2021-03-27 18:18:38,-9.4,broken clouds
356,Atikokan,48.7555,-91.6216,95,100,3.65,CA,2021-03-27 18:24:37,33.19,snow
357,Abha,18.2164,42.5053,63,0,5.75,SA,2021-03-27 18:24:37,66.2,clear sky
358,Kelso,46.1468,-122.9084,76,90,0.94,US,2021-03-27 18:24:37,48.99,overcast clouds
359,Aleksandrov Gay,50.147,48.5704,97,100,9.01,RU,2021-03-27 18:21:13,35.8,overcast clouds
360,Longyearbyen,78.2186,15.6401,80,75,33.38,SJ,2021-03-27 18:15:08,23.0,light snow
361,Waingapu,-9.6567,120.2641,84,100,4.5,ID,2021-03-27 18:16:23,78.44,light rain
362,Quesnel,52.9999,-122.5029,81,90,10.36,CA,2021-03-27 18:24:38,41.0,light rain
363,Phan Thiet,10.9333,108.1,90,98,8.95,VN,2021-03-27 18:18:25,75.78,overcast clouds
364,Bichena,10.45,38.2,13,9,6.76,ET,2021-03-27 18:24:38,64.42,clear sky
365,North Bend,43.4065,-124.2243,87,1,6.73,US,2021-03-27 18:23:43,57.99,clear sky
366,Togur,58.3631,82.8265,97,100,5.08,RU,2021-03-27 18:21:16,29.05,overcast clouds
367,Bambous Virieux,-20.3428,57.7575,94,75,6.91,MU,2021-03-27 18:21:04,78.01,broken clouds
368,Auki,-8.7676,160.7034,87,94,4.36,SB,2021-03-27 18:24:38,77.83,overcast clouds
369,Chifeng,42.2683,118.9636,62,36,19.62,CN,2021-03-27 18:24:39,52.0,scattered clouds
370,Killybegs,54.6333,-8.45,93,90,13.8,IE,2021-03-27 18:19:26,46.99,light rain
371,Seddon,-37.8068,144.8916,76,88,8.05,AU,2021-03-27 18:24:39,57.99,overcast clouds
372,Santa Vitoria Do Palmar,-33.5189,-53.3681,77,86,2.8,BR,2021-03-27 18:21:53,76.42,overcast clouds
373,Naryan-Mar,67.6713,53.087,87,57,13.82,RU,2021-03-27 18:24:26,21.42,broken clouds
374,Whyalla,-33.0333,137.5833,88,90,2.3,AU,2021-03-27 18:24:39,57.2,overcast clouds
375,Zhigansk,66.7697,123.3711,98,94,5.14,RU,2021-03-27 18:19:31,4.33,overcast clouds
376,Birin,26.8865,88.0718,73,20,6.13,NP,2021-03-27 18:24:40,68.0,haze
377,Canico,32.6333,-16.85,88,75,8.05,PT,2021-03-27 18:24:40,62.6,broken clouds
378,Marrakesh,31.6315,-8.0083,19,75,10.36,MA,2021-03-27 18:15:07,78.8,broken clouds
379,Dzhebariki-Khaya,62.2167,135.8,97,100,1.54,RU,2021-03-27 18:23:42,13.23,overcast clouds
380,San Patricio,28.017,-97.5169,69,75,16.11,US,2021-03-27 18:18:13,87.8,broken clouds
381,Roebourne,-20.7833,117.1333,69,80,7.02,AU,2021-03-27 18:24:40,82.54,light rain
382,Ust-Nera,64.5667,143.2,99,97,3.65,RU,2021-03-27 18:24:41,-6.65,overcast clouds
383,Hatillo,18.4863,-66.8254,65,40,20.71,PR,2021-03-27 18:24:41,84.0,scattered clouds
384,Kiruna,67.8557,20.2251,93,90,14.97,SE,2021-03-27 18:21:07,35.6,overcast clouds
385,Charlottesville,38.0293,-78.4767,37,1,5.75,US,2021-03-27 18:22:28,75.0,clear sky
386,Sergeyevka,53.88,67.4158,98,100,3.42,KZ,2021-03-27 18:24:41,27.05,overcast clouds
387,Macheng,31.1783,115.0319,88,14,3.44,CN,2021-03-27 18:24:41,56.7,few clouds
388,Bartica,6.4,-58.6167,58,75,16.11,GY,2021-03-27 18:24:42,87.8,broken clouds
389,Feijo,-8.1642,-70.3536,67,97,4.36,BR,2021-03-27 18:24:42,82.4,overcast clouds
390,Kerouane,9.2667,-9.0167,13,28,3.11,GN,2021-03-27 18:24:42,94.48,scattered clouds
391,Lagoa,39.05,-27.9833,85,69,13.04,PT,2021-03-27 18:16:24,59.11,broken clouds
392,La Maddalena,41.2142,9.4083,88,0,5.75,IT,2021-03-27 18:24:43,57.2,clear sky
393,Constitucion,-35.3333,-72.4167,44,39,15.17,CL,2021-03-27 18:24:43,70.32,scattered clouds
394,Mantua,45.1667,10.7833,73,72,3.0,IT,2021-03-27 18:22:15,55.99,broken clouds
395,Hualmay,-11.0964,-77.6139,69,43,9.24,PE,2021-03-27 18:24:44,75.52,scattered clouds
396,Hendek,40.7994,30.7481,87,0,4.94,TR,2021-03-27 18:24:44,41.0,clear sky
397,Coahuayana,18.7333,-103.6833,41,20,9.22,MX,2021-03-27 18:19:00,80.6,few clouds
398,Otuzco,-7.9,-78.5833,78,0,11.5,PE,2021-03-27 18:24:44,73.4,light rain
399,Kutum,14.2,24.6667,14,88,14.52,SD,2021-03-27 18:22:25,73.18,overcast clouds
400,Goderich,43.7501,-81.7165,81,48,5.75,CA,2021-03-27 18:22:26,41.0,scattered clouds
401,San Francisco,37.7749,-122.4194,67,1,6.91,US,2021-03-27 18:22:24,66.0,clear sky
402,Utica,43.1009,-75.2327,57,90,4.61,US,2021-03-27 18:24:45,46.99,overcast clouds
403,Yaan,7.3833,8.5667,14,48,5.82,NG,2021-03-27 18:24:45,92.98,scattered clouds
404,Nizhniy Kuranakh,58.8353,125.4869,99,99,2.82,RU,2021-03-27 18:24:45,13.41,overcast clouds
405,Bathsheba,13.2167,-59.5167,57,40,20.71,BB,2021-03-27 18:20:53,82.4,scattered clouds
406,Guilin,25.2819,110.2864,100,75,1.36,CN,2021-03-27 18:24:46,66.2,fog
407,Lakes Entrance,-37.8811,147.981,96,40,8.21,AU,2021-03-27 18:18:49,48.0,scattered clouds
408,Egvekinot,66.3167,-179.1667,96,59,3.18,RU,2021-03-27 18:24:46,-18.81,broken clouds
409,Popondetta,-8.7537,148.2534,94,100,3.49,PG,2021-03-27 18:20:54,73.29,overcast clouds
410,Bonaventure,48.0457,-65.4926,68,100,10.36,CA,2021-03-27 18:24:46,26.6,overcast clouds
411,Stromness,58.965,-3.296,65,40,24.16,GB,2021-03-27 18:18:39,42.8,moderate rain
412,Haines Junction,60.7522,-137.5108,68,99,5.75,CA,2021-03-27 18:14:55,24.8,overcast clouds
413,Damghan,36.1683,54.348,42,20,10.6,IR,2021-03-27 18:24:47,60.96,few clouds
414,Urucara,-2.5364,-57.76,63,99,2.75,BR,2021-03-27 18:20:55,85.59,overcast clouds
415,Pemangkat,1.1667,108.9667,87,100,3.11,ID,2021-03-27 18:23:24,77.52,overcast clouds
416,Ambovombe,-25.1667,46.0833,86,46,4.16,MG,2021-03-27 18:19:17,72.93,moderate rain
417,Port Lincoln,-34.7333,135.8667,77,29,2.24,AU,2021-03-27 18:17:08,57.99,scattered clouds
418,Dao,11.3937,122.6856,90,46,1.63,PH,2021-03-27 18:24:47,75.42,scattered clouds
419,Aloleng,16.1307,119.7824,77,32,4.74,PH,2021-03-27 18:24:47,80.15,scattered clouds
420,Erenhot,43.6475,111.9767,39,4,26.51,CN,2021-03-27 18:24:47,33.53,clear sky
421,Adet,11.2644,37.4888,24,24,12.86,ET,2021-03-27 18:24:48,69.26,few clouds
422,Sarkand,45.41,79.9186,56,65,4.76,KZ,2021-03-27 18:24:04,48.02,broken clouds
423,Esperance,-33.8667,121.9,88,72,8.05,AU,2021-03-27 18:21:23,60.8,broken clouds
424,Krasnoselkup,65.7,82.4667,98,69,8.23,RU,2021-03-27 18:21:02,0.75,broken clouds
425,Kongolo,-5.3833,27.0,90,50,0.65,CD,2021-03-27 18:24:48,71.17,scattered clouds
426,Svetlyy,54.675,20.1347,93,75,17.9,RU,2021-03-27 18:24:48,41.0,light rain
427,Adrar,20.5022,-10.0711,5,5,8.39,MR,2021-03-27 18:23:02,92.07,clear sky
428,Olinda,-8.0089,-34.8553,69,40,9.22,BR,2021-03-27 18:24:49,80.6,scattered clouds
429,Korla,41.7597,86.1469,59,92,13.02,CN,2021-03-27 18:21:32,53.02,overcast clouds
430,Serebryansk,49.6925,83.2892,87,75,11.18,KZ,2021-03-27 18:24:49,35.6,light rain
431,Buraydah,26.326,43.975,40,0,14.97,SA,2021-03-27 18:20:49,68.0,clear sky
432,Tarko-Sale,64.9225,77.785,96,56,13.15,RU,2021-03-27 18:24:49,3.38,broken clouds
433,Willowmore,-33.2926,23.4895,70,7,8.7,ZA,2021-03-27 18:24:50,56.68,clear sky
434,Veraval,20.9,70.3667,58,28,12.66,IN,2021-03-27 18:24:50,81.03,scattered clouds
435,Launceston,-41.45,147.1667,100,65,10.36,AU,2021-03-27 18:20:04,50.0,broken clouds
436,Russell,32.3502,-85.1999,58,40,9.22,US,2021-03-27 18:24:50,84.2,scattered clouds
437,Sayansk,54.1088,102.1648,94,26,4.32,RU,2021-03-27 18:24:50,14.18,scattered clouds
438,Mitsamiouli,-11.3847,43.2844,70,99,2.8,KM,2021-03-27 18:24:51,82.89,overcast clouds
439,Yining,29.0361,114.5636,93,30,1.21,CN,2021-03-27 18:24:51,57.81,scattered clouds
440,Ukiah,39.1502,-123.2078,44,1,2.51,US,2021-03-27 18:20:05,64.0,clear sky
441,Mehamn,71.0357,27.8492,87,98,13.15,NO,2021-03-27 18:24:51,37.65,overcast clouds
442,Kloulklubed,7.0419,134.2556,94,75,12.37,PW,2021-03-27 18:16:19,77.0,broken clouds
443,Mandalgovi,45.7625,106.2708,65,1,15.97,MN,2021-03-27 18:24:51,22.12,clear sky
444,Gouyave,12.1646,-61.7296,65,20,26.46,GD,2021-03-27 18:22:40,84.2,few clouds
445,Dakar,14.6937,-17.4441,83,0,19.57,SN,2021-03-27 18:20:04,69.8,clear sky
446,Hornepayne,49.2138,-84.7705,73,95,5.86,CA,2021-03-27 18:24:52,38.35,overcast clouds
447,Taguatinga,-12.3857,-46.5711,30,100,4.12,BR,2021-03-27 18:19:14,90.73,overcast clouds
448,Suksun,57.1431,57.3949,89,99,12.5,RU,2021-03-27 18:24:52,27.66,overcast clouds
449,Bahay,13.5437,123.0407,89,93,3.8,PH,2021-03-27 18:24:52,75.56,overcast clouds
450,Aasiaat,68.7098,-52.8699,88,72,5.91,GL,2021-03-27 18:24:53,-17.09,broken clouds
451,Tacuarembo,-31.7333,-55.9833,65,100,7.65,UY,2021-03-27 18:24:53,74.82,overcast clouds
452,Foumbot,5.5079,10.6356,57,84,1.74,CM,2021-03-27 18:24:53,75.15,broken clouds
453,Bara,10.3744,10.7288,13,85,9.13,NG,2021-03-27 18:24:54,86.72,overcast clouds
454,Halifax,44.6453,-63.5724,75,98,16.11,CA,2021-03-27 18:24:54,34.0,overcast clouds
455,Kununurra,-15.7667,128.7333,100,89,2.75,AU,2021-03-27 18:24:54,77.0,overcast clouds
456,Rawson,-43.3002,-65.1023,17,52,18.03,AR,2021-03-27 18:17:09,79.39,broken clouds
457,Saquena,-4.6667,-73.5167,71,82,2.57,PE,2021-03-27 18:24:55,84.81,broken clouds
458,Teonthar,24.9833,81.65,18,0,2.08,IN,2021-03-27 18:24:55,81.61,clear sky
459,Kavaratti,10.5669,72.642,74,98,8.88,IN,2021-03-27 18:21:06,84.2,overcast clouds
460,Tammisaari,59.9736,23.4339,88,93,5.01,FI,2021-03-27 18:24:55,43.0,overcast clouds
461,Mercedes,-34.6515,-59.4307,78,98,4.0,AR,2021-03-27 18:19:24,68.0,overcast clouds
462,Hobyo,5.3505,48.5268,77,19,15.14,SO,2021-03-27 18:24:55,80.82,few clouds
463,Trat,12.5,102.5,99,100,2.71,TH,2021-03-27 18:24:56,82.99,overcast clouds
464,Nouadhibou,20.931,-17.0347,77,0,20.71,MR,2021-03-27 18:21:26,68.0,clear sky
465,Santa Isabel Do Rio Negro,-0.4139,-65.0192,61,95,3.78,BR,2021-03-27 18:24:56,86.94,heavy intensity rain
466,Arteaga,18.4667,-102.4167,11,11,5.23,MX,2021-03-27 18:24:57,86.34,few clouds
467,Akonolinga,3.7667,12.25,66,89,3.0,CM,2021-03-27 18:24:57,74.73,overcast clouds
468,Pasighat,28.0667,95.3333,25,0,3.53,IN,2021-03-27 18:24:57,70.95,clear sky
469,Keetmanshoop,-26.5833,18.1333,19,0,2.46,NA,2021-03-27 18:24:58,74.95,clear sky
470,Gombe,10.2897,11.1673,13,77,9.48,NG,2021-03-27 18:24:58,87.51,broken clouds
471,El Campo,29.1966,-96.2697,65,90,23.02,US,2021-03-27 18:24:58,80.6,overcast clouds
472,Roald,62.5833,6.1333,87,75,18.41,NO,2021-03-27 18:18:10,39.2,broken clouds
473,Ambilobe,-13.2,49.05,93,100,0.78,MG,2021-03-27 18:17:15,75.51,light rain
474,Knysna,-34.0363,23.0471,77,40,2.3,ZA,2021-03-27 18:24:58,60.8,light rain
475,Bago,17.3367,96.4797,74,31,6.91,MM,2021-03-27 18:21:05,82.4,scattered clouds
476,Kozhva,65.1073,57.0459,91,90,8.16,RU,2021-03-27 18:24:59,22.24,overcast clouds
477,Lukovetskiy,64.2956,41.9211,86,0,4.47,RU,2021-03-27 18:19:12,26.6,clear sky
478,Fortuna,40.5982,-124.1573,67,1,2.62,US,2021-03-27 18:22:04,59.0,clear sky
479,Zlobin,45.2924,14.6541,87,75,6.91,HR,2021-03-27 18:24:59,53.6,broken clouds
480,Wewak,-3.5534,143.6268,82,99,0.13,PG,2021-03-27 18:24:59,78.91,overcast clouds
481,Lodwar,3.1191,35.5973,25,100,7.61,KE,2021-03-27 18:19:17,90.25,overcast clouds
482,Luebo,-5.35,21.4167,90,63,1.01,CD,2021-03-27 18:25:00,72.91,broken clouds
483,Matay,28.419,30.7792,32,0,21.7,EG,2021-03-27 18:18:28,62.92,clear sky
484,Iberia,29.9502,-91.7507,78,90,21.85,US,2021-03-27 18:20:40,80.01,overcast clouds
485,Axim,4.8699,-2.2405,78,47,6.6,GH,2021-03-27 18:19:01,81.28,light rain
486,Matamoros,25.5333,-103.25,8,40,13.62,MX,2021-03-27 18:21:15,86.0,scattered clouds
487,Drayton Valley,53.2168,-114.9854,84,100,1.01,CA,2021-03-27 18:25:00,35.01,overcast clouds
488,Linjiang,41.8069,126.9078,88,100,2.24,CN,2021-03-27 18:25:00,44.87,overcast clouds
489,Paikuse,58.3792,24.6344,48,65,4.0,EE,2021-03-27 18:25:00,46.99,broken clouds
490,Charters Towers,-20.1,146.2667,84,0,7.34,AU,2021-03-27 18:25:01,70.45,clear sky
491,Conselheiro Pena,-19.1722,-41.4722,52,50,2.21,BR,2021-03-27 18:25:01,87.89,scattered clouds
492,Varkkallai,8.7341,76.7067,70,40,3.44,IN,2021-03-27 18:25:01,86.0,mist
493,Riyadh,24.6877,46.7219,18,22,20.71,SA,2021-03-27 18:18:22,84.2,few clouds
494,Graaff-Reinet,-32.2522,24.5308,67,21,5.99,ZA,2021-03-27 18:25:02,64.0,few clouds
495,Kurayoshi,35.4333,133.8167,63,90,14.97,JP,2021-03-27 18:25:02,60.8,light rain
496,Beidao,34.5686,105.8933,33,0,8.01,CN,2021-03-27 18:25:02,48.99,clear sky
497,Mbinga,-10.9333,35.0167,88,75,5.75,TZ,2021-03-27 18:25:03,69.8,light rain
498,Thyboron,56.6985,8.2124,3,3,1.01,DK,2021-03-27 18:20:59,42.01,clear sky
499,Wilmington,34.2257,-77.9447,54,40,6.91,US,2021-03-27 18:24:14,84.2,scattered clouds
500,Avera,33.194,-82.5271,83,75,4.61,US,2021-03-27 18:19:09,80.01,broken clouds
501,Tomatlan,19.9333,-105.25,21,4,7.54,MX,2021-03-27 18:25:03,88.09,clear sky
502,Lubbock,33.6001,-101.8338,24,1,14.97,US,2021-03-27 18:24:26,69.01,clear sky
503,Brownsville,25.9018,-97.4975,48,1,25.32,US,2021-03-27 18:25:03,89.6,clear sky
504,Huarmey,-10.0681,-78.1522,73,38,9.01,PE,2021-03-27 18:22:23,74.86,scattered clouds
505,Ardesen,41.1911,40.9875,87,75,9.22,TR,2021-03-27 18:25:03,42.8,broken clouds
506,Mackay,-21.15,149.2,94,1,4.61,AU,2021-03-27 18:23:04,69.8,clear sky
507,Tazmalt,36.3868,4.3989,35,29,4.56,DZ,2021-03-27 18:25:04,65.79,scattered clouds
508,Aswan,24.0934,32.907,14,3,12.53,EG,2021-03-27 18:23:04,68.14,clear sky
509,Qiqihar,47.3408,123.9672,43,11,14.63,CN,2021-03-27 18:25:04,44.47,few clouds
510,Zhob,31.3411,69.4481,22,8,6.13,PK,2021-03-27 18:25:05,73.72,clear sky
511,Sabang,5.8933,95.3214,80,99,13.18,ID,2021-03-27 18:25:05,80.6,overcast clouds
512,San Ramon,37.7799,-121.978,34,1,1.83,US,2021-03-27 18:22:38,70.0,clear sky
513,Mount Isa,-20.7333,139.5,28,0,11.5,AU,2021-03-27 18:21:30,80.6,clear sky
514,Maniitsoq,65.4167,-52.9,65,15,6.06,GL,2021-03-27 18:22:45,-2.51,few clouds
515,Manzhouli,49.6,117.4333,64,81,16.89,CN,2021-03-27 18:25:05,37.26,broken clouds
516,Tigil,57.8,158.6667,98,100,4.63,RU,2021-03-27 18:19:36,-3.69,overcast clouds
517,Buchmany,51.0689,28.0421,68,25,6.82,UA,2021-03-27 18:25:05,43.0,scattered clouds
518,Paracatu,-17.2222,-46.8747,33,27,3.09,BR,2021-03-27 18:25:06,86.16,scattered clouds
519,Meadow Lake,34.8014,-106.5436,35,20,14.97,US,2021-03-27 18:25:06,57.99,few clouds
520,Eldorado,-23.7869,-54.2836,39,54,8.55,BR,2021-03-27 18:25:07,91.06,broken clouds
521,Mattru,7.6244,-11.8332,57,76,8.86,SL,2021-03-27 18:18:22,87.76,broken clouds
522,Nyurba,63.2842,118.3319,97,93,4.34,RU,2021-03-27 18:18:12,7.66,overcast clouds
523,Warwick,41.7001,-71.4162,32,1,6.91,US,2021-03-27 18:24:52,64.99,clear sky
